r,v,p
401.96,307.8,235.7
549.68,3.49,0.02
3.86,166.99,7221.97
894.08,1.96,0.0
45.2,6.23,0.86
0.93,28.72,888.42
76.16,391.97,2017.37
1.19,129.37,14027.99
46.02,133.41,386.75
42.09,6.75,1.08
103.64,6.85,0.45
1.34,12.1,109.58
728.68,349.05,167.2
235.15,4.3,0.08
1781.46,9.93,0.06
0.54,313.65,183705.83
62.62,7.91,1.0
27.87,26.73,25.63
13.86,25.74,47.81
4.19,1.73,0.71
1.52,3.97,10.35
1632.18,13.6,0.11
680.79,157.01,36.21
443.6,10.61,0.25
1.49,90.76,5526.89
1562.17,2.24,0.0
12.88,112.02,974.42
27.34,256.66,2409.57
99.82,2.67,0.07
6.81,46.59,318.76
23.58,8.63,3.16
45.38,11.42,2.87
1.86,7.59,31.02
4.94,6.73,9.15
1.1,28.77,755.19
14.0,110.86,877.68
25.54,153.4,921.44
58.31,9.49,1.54
650.38,33.69,1.75
1.94,1.68,1.46
0.98,92.55,8699.08
1.36,63.48,2967.49
1.89,33.28,587.7
0.8,317.07,125635.44
180.65,144.49,115.57
837.06,229.8,63.09
563.57,9.76,0.17
546.1,7.39,0.1
5.18,1.59,0.49
0.89,3.94,17.5
600.1,39.81,2.64
505.94,139.79,38.62
1.16,19.51,329.07
12.38,76.55,473.39
9.05,5.39,3.22
1.13,331.2,96666.34
1449.69,447.46,138.11
310.8,65.51,13.81
73.4,63.13,54.3
10.35,28.06,76.07
1582.21,251.95,40.12
9.35,3.59,1.38
54.47,1.88,0.06
96.25,14.82,2.28
1.3,179.82,24791.49
134.55,2.52,0.05
2.31,47.17,962.55
530.06,6.54,0.08
4.38,104.87,2512.11
140.34,3.07,0.07
1.28,3.09,7.46
43.27,81.88,154.96
1.85,42.17,961.07
18.52,105.12,596.71
110.6,4.08,0.15
1.37,250.87,46046.08
15.28,175.19,2008.78
1763.75,43.89,1.09
141.65,36.26,9.28
3.39,4.14,5.06
22.81,4.98,1.09
2.61,7.49,21.46
1413.58,51.75,1.89
33.44,13.95,5.82
2.65,1.86,1.3
43.9,23.48,12.55
1.3,6.9,36.7
1.1,386.72,135543.31
0.88,5.01,28.41
9.08,363.34,14545.25
867.98,153.63,27.19
0.74,487.09,318899.28
1620.39,2.4,0.0
0.93,2.95,9.34
1.92,453.65,107458.7
1.53,387.14,98084.1
4.86,3.46,2.46
1516.17,2.87,0.01
1.47,17.05,198.02
1643.29,32.76,0.65
494.51,18.85,0.72
110.57,179.99,292.99
168.43,11.27,0.75
8.45,264.63,8282.96
0.93,474.38,242940.78
139.42,15.61,1.75
2.1,169.54,13699.03
287.7,51.53,9.23
5.11,116.42,2652.62
21.24,320.24,4827.7
3.29,7.76,18.31
206.68,310.88,467.61
45.64,97.68,209.05
138.95,5.28,0.2
155.67,172.58,191.33
1640.51,3.17,0.01
40.22,9.23,2.12
3.02,3.08,3.13
0.84,24.38,710.51
811.04,363.39,162.82
0.8,313.22,122518.87
47.7,81.92,140.68
3.98,31.43,247.99
930.22,95.29,9.76
42.26,453.94,4876.58
32.52,1.56,0.07
24.84,20.44,16.83
191.44,1.76,0.02
0.64,3.16,15.72
67.12,1.52,0.03
15.62,83.18,442.94
5.71,88.06,1359.04
337.81,4.79,0.07
1.63,256.39,40411.67
827.38,16.49,0.33
1.3,1.74,2.32
15.2,37.02,90.18
0.65,1.71,4.51
2.72,22.29,182.57
1.97,25.63,333.13
25.92,2.33,0.21
5.28,204.38,7909.57
1.0,13.6,184.08
452.88,194.72,83.72
1.5,4.06,10.98
1903.98,36.07,0.68
0.75,3.19,13.52
181.97,1.9,0.02
186.93,31.06,5.16
9.12,15.96,27.93
534.39,206.79,80.02
3.13,21.57,148.69
241.89,3.66,0.06
736.47,271.44,100.05
0.95,12.82,173.25
14.19,26.31,48.79
1373.36,4.18,0.01
20.32,149.9,1105.81
71.65,8.7,1.06
760.59,12.44,0.2
324.56,226.45,158.0
6.23,46.71,350.37
178.85,4.75,0.13
125.8,336.21,898.57
628.15,2.83,0.01
41.57,52.09,65.27
146.59,58.34,23.22
30.87,303.64,2987.07
255.68,3.28,0.04
30.0,2.32,0.18
0.71,63.15,5619.39
27.51,35.49,45.8
1908.32,21.43,0.24
42.36,367.2,3183.11
0.6,44.27,3254.12
11.32,35.7,112.58
1.71,326.41,62426.06
42.6,2.32,0.13
11.17,30.1,81.12
50.8,324.57,2073.65
1170.42,44.61,1.7
0.51,9.96,194.72
142.02,3.39,0.08
30.54,9.22,2.79
1032.75,15.04,0.22
0.57,197.6,68872.46
86.78,34.74,13.91
1707.65,117.39,8.07
89.93,6.3,0.44
5.9,204.4,7085.4
3.01,2.34,1.82
787.4,18.79,0.45
41.53,11.91,3.41
6.35,121.7,2330.7
850.99,109.71,14.14
38.77,2.86,0.21
67.05,6.88,0.71
215.52,26.66,3.3
44.08,134.31,409.28
12.82,3.84,1.15
2.17,104.93,5076.83
30.99,279.06,2512.86
0.67,7.71,88.06
1708.06,10.84,0.07
34.64,3.35,0.32
439.48,5.53,0.07
408.91,5.7,0.08
860.25,46.05,2.46
3.96,5.76,8.37
1.09,3.83,13.41
1.06,15.62,229.47
2.46,4.99,10.12
13.68,2.15,0.34
20.99,3.45,0.57
0.51,22.64,1013.45
10.61,20.26,38.68
633.22,379.04,226.9
7.01,2.27,0.73
44.2,75.44,128.76
490.87,29.38,1.76
1.96,151.73,11768.63
34.92,30.65,26.9
1.05,4.46,18.91
243.63,2.41,0.02
126.95,6.58,0.34
3.97,3.71,3.46
59.61,77.5,100.75
4.14,349.45,29511.71
7.21,19.17,50.96
169.87,64.5,24.49
268.98,27.05,2.72
1.84,3.38,6.2
313.79,3.44,0.04
3.2,43.47,590.68
5.57,14.15,35.97
607.42,7.29,0.09
133.94,30.41,6.91
557.59,2.03,0.01
0.58,273.11,128927.57
662.16,182.96,50.55
357.07,51.44,7.41
3.86,213.94,11864.49
1492.99,111.11,8.27
30.19,4.72,0.74
1.82,6.48,23.04
1832.14,7.68,0.03
380.36,291.03,222.67
13.55,2.16,0.35
81.45,2.34,0.07
1750.45,2.52,0.0
36.71,4.02,0.44
96.88,1.98,0.04
16.78,11.71,8.17
1165.22,6.49,0.04
910.68,21.01,0.48
1504.73,9.3,0.06
3.47,176.07,8937.65
24.55,8.68,3.07
123.64,7.94,0.51
355.96,1.88,0.01
1382.54,3.06,0.01
12.02,55.91,260.08
3.55,3.55,3.55
89.43,2.23,0.06
1993.04,19.19,0.18
2.06,13.54,88.83
1.41,103.07,7543.23
1328.28,23.01,0.4
2.82,8.17,23.69
26.46,33.22,41.7
51.77,8.03,1.24
630.57,7.03,0.08
149.4,2.28,0.03
29.33,38.39,50.25
176.29,35.53,7.16
177.63,31.94,5.74
107.44,1.73,0.03
799.07,71.6,6.42
1.87,15.43,127.2
6.56,4.39,2.95
6.2,3.67,2.17
1501.3,2.21,0.0
6.38,4.12,2.67
2.09,3.0,4.32
14.96,27.93,52.15
26.67,4.68,0.82
802.53,36.6,1.67
215.96,6.47,0.19
46.77,60.85,79.18
33.08,38.6,45.04
0.77,3.28,14.06
1.43,41.36,1194.24
0.92,3.73,15.13
1595.63,1.54,0.0
839.63,34.72,1.44
34.27,25.59,19.11
1.28,17.26,232.77
1943.17,3.18,0.01
4.03,283.08,19872.56
132.85,341.74,879.06
1.86,307.66,51025.94
558.86,400.38,286.84
17.71,74.11,310.17
717.28,456.44,290.45
38.17,205.33,1104.54
3.56,41.99,495.35
2.02,6.98,24.07
1.17,7.86,52.93
3.11,5.61,10.12
224.67,22.47,2.25
0.98,10.99,123.23
2.55,96.82,3682.85
1.78,31.25,547.78
6.1,12.3,24.81
54.57,10.33,1.96
1.29,1.75,2.37
12.36,189.84,2915.92
415.42,49.6,5.92
0.68,36.55,1973.71
8.61,252.34,7395.22
0.95,139.7,20436.75
189.99,324.08,552.83
1577.03,12.16,0.09
0.81,327.53,133001.52
49.68,15.24,4.68
1.91,9.88,51.07
1073.8,171.49,27.39
0.53,377.02,269846.5
11.42,52.05,237.26
201.43,2.4,0.03
122.49,43.15,15.2
18.45,213.12,2462.47
35.76,122.94,422.69
1.7,312.36,57267.29
1.87,11.43,69.73
324.78,121.19,45.22
20.53,19.99,19.46
14.21,2.32,0.38
1.29,5.86,26.67
253.69,165.8,108.35
39.64,29.12,21.39
88.29,256.2,743.45
6.2,1.88,0.57
2.28,45.31,898.66
107.36,14.16,1.87
44.7,166.18,617.81
0.72,83.33,9686.25
0.77,27.65,997.77
1571.14,2.19,0.0
7.24,2.6,0.93
1254.84,122.19,11.9
57.11,47.58,39.64
2.32,2.08,1.87
18.57,239.93,3099.78
245.25,6.38,0.17
1309.68,426.52,138.91
1517.49,34.82,0.8
4.68,3.2,2.19
2.63,8.91,30.14
71.61,62.56,54.65
1.01,117.05,13624.91
148.12,9.58,0.62
66.87,8.63,1.11
6.23,1.64,0.43
2.89,2.44,2.06
1948.94,37.56,0.72
14.13,233.32,3851.47
97.23,16.94,2.95
220.55,26.0,3.07
999.71,39.21,1.54
185.88,6.43,0.22
767.86,92.51,11.15
6.8,31.89,149.5
0.89,9.14,93.76
21.62,222.99,2299.63
440.38,89.0,17.99
47.87,60.54,76.56
79.92,4.28,0.23
38.42,224.94,1316.83
0.63,9.4,140.39
8.86,26.81,81.17
99.58,4.75,0.23
8.46,12.5,18.46
1779.93,40.87,0.94
1.49,54.44,1984.69
215.95,16.33,1.24
748.2,281.42,105.85
111.31,102.44,94.27
5.21,34.36,226.84
0.83,243.22,70968.6
336.37,164.3,80.25
1.82,8.97,44.12
138.24,2.7,0.05
29.78,30.86,31.98
678.97,266.77,104.81
20.63,14.76,10.56
10.59,1.85,0.32
17.82,16.79,15.81
3.29,231.67,16324.78
1967.74,420.25,89.75
110.53,328.18,974.46
0.68,33.23,1619.75
8.11,13.2,21.49
8.37,7.55,6.82
5.86,10.86,20.15
50.63,414.08,3386.36
13.72,1.79,0.23
997.02,1.96,0.0
5.15,1.6,0.5
406.55,92.77,21.17
271.01,85.09,26.72
793.87,13.02,0.21
13.08,305.7,7143.07
1.43,60.65,2569.05
635.43,27.01,1.15
12.15,4.06,1.36
10.11,5.6,3.11
1.13,20.65,377.59
470.16,18.4,0.72
330.6,386.95,452.91
0.61,17.41,495.5
224.42,347.33,537.54
2.72,2.4,2.11
493.18,4.11,0.03
0.62,2.19,7.73
6.21,160.05,4122.87
1.21,1.86,2.86
140.6,340.0,822.18
155.19,3.6,0.08
256.03,3.65,0.05
43.84,22.47,11.52
26.85,155.62,902.0
1593.62,1.66,0.0
46.21,2.3,0.11
562.16,110.59,21.75
8.28,104.26,1313.35
48.04,11.04,2.54
1.29,417.71,134820.76
35.12,5.29,0.8
1571.62,37.48,0.89
6.75,72.96,789.25
0.52,20.08,779.78
692.86,81.83,9.67
23.26,5.07,1.1
0.87,2.44,6.83
113.17,4.51,0.18
333.53,7.36,0.16
36.76,41.49,46.82
1.43,6.44,29.05
1264.65,1.81,0.0
4.76,2.29,1.1
155.74,13.12,1.1
252.48,37.54,5.58
23.13,1.57,0.11
526.57,39.86,3.02
33.75,4.27,0.54
3.16,4.2,5.59
170.43,210.64,260.34
34.9,195.19,1091.63
222.36,295.7,393.23
30.05,5.62,1.05
746.66,7.42,0.07
1916.07,5.77,0.02
108.57,35.79,11.8
364.25,1.95,0.01
0.75,5.91,46.46
1.9,447.5,105382.62
1.08,7.88,57.74
62.04,66.02,70.27
4.14,279.36,18834.38
12.94,7.03,3.81
20.94,10.16,4.93
35.6,55.7,87.13
801.37,1.84,0.0
8.59,4.09,1.95
3.02,35.61,419.31
1.49,41.15,1137.15
4.22,2.14,1.09
118.92,19.58,3.22
714.66,22.42,0.7
2.22,2.05,1.89
1320.4,17.99,0.25
0.97,3.05,9.57
10.59,107.64,1094.5
22.09,11.67,6.16
0.82,211.55,54768.36
903.05,13.5,0.2
6.22,2.5,1.0
93.41,490.87,2579.57
1.96,160.88,13182.7
814.63,246.12,74.36
581.56,4.22,0.03
1.66,5.75,19.92
49.78,494.49,4912.02
1.87,189.78,19226.83
960.44,30.33,0.96
28.45,419.83,6194.62
1.25,3.67,10.75
17.73,85.12,408.72
6.98,90.13,1164.43
6.71,255.26,9704.26
14.88,18.49,22.98
67.82,28.95,12.36
162.51,1.62,0.02
2.2,2.2,2.2
5.33,30.01,168.8
3.42,85.69,2149.03
1711.18,343.34,68.89
618.74,1.68,0.0
228.5,35.0,5.36
2.94,2.46,2.05
26.26,20.37,15.8
13.56,33.85,84.5
21.66,13.82,8.82
1736.15,38.47,0.85
193.62,7.83,0.32
10.66,7.55,5.34
0.98,16.05,263.48
6.15,1.95,0.62
1.06,108.79,11125.86
324.28,108.43,36.26
1.39,23.16,386.67
1.66,13.76,113.83
7.25,27.05,100.89
146.87,10.64,0.77
1.81,1.71,1.61
14.82,15.41,16.03
2.77,1.65,0.98
263.69,27.91,2.95
9.13,1.81,0.36
16.54,124.21,932.65
212.63,46.2,10.04
19.06,44.23,102.68
15.44,16.0,16.57
1.26,89.04,6271.85
7.24,15.02,31.16
452.11,72.06,11.49
63.58,257.23,1040.71
4.69,1.89,0.76
733.49,27.07,1.0
715.97,407.3,231.7
22.71,63.53,177.7
60.73,21.64,7.71
3.7,49.68,667.99
257.35,4.21,0.07
1.85,3.8,7.82
220.61,87.31,34.55
1.02,103.06,10383.21
282.29,279.09,275.92
2.72,133.03,6502.33
1083.13,461.33,196.49
20.84,2.62,0.33
82.82,9.06,0.99
411.32,5.29,0.07
0.72,12.67,222.37
278.98,15.39,0.85
4.48,2.6,1.5
2.85,8.11,23.08
306.76,17.85,1.04
26.01,140.89,763.11
811.93,2.61,0.01
2.45,23.3,221.78
102.43,441.06,1899.15
88.67,5.55,0.35
478.24,1.71,0.01
140.38,50.74,18.34
6.36,56.26,497.58
70.82,102.32,147.83
679.09,437.21,281.48
589.68,107.14,19.46
667.44,314.49,148.18
42.07,2.32,0.13
281.85,73.93,19.39
3.36,57.29,978.03
1244.97,300.31,72.44
42.57,19.04,8.51
111.48,65.63,38.64
65.79,176.82,475.25
1.47,380.26,98080.98
546.22,1.79,0.01
8.79,438.47,21865.33
1260.42,63.29,3.18
0.8,6.93,60.08
1.45,111.92,8634.29
4.0,3.0,2.25
16.34,37.33,85.27
20.78,16.03,12.37
0.83,93.86,10676.95
1.34,39.51,1166.9
3.33,3.91,4.6
143.72,7.66,0.41
1.49,2.6,4.54
232.52,62.03,16.55
100.86,318.52,1005.89
36.85,454.66,5610.04
29.67,2.02,0.14
96.13,168.85,296.58
38.49,139.2,503.4
0.67,467.09,324821.62
74.87,61.79,50.99
1.89,11.41,68.87
619.62,3.0,0.01
0.53,8.06,121.88
0.93,147.02,23131.67
162.99,3.11,0.06
850.23,1.95,0.0
940.75,483.01,248.0
68.05,14.5,3.09
374.82,2.04,0.01
17.95,140.81,1104.64
44.81,31.64,22.35
866.99,3.09,0.01
38.9,60.75,94.86
272.15,129.35,61.48
24.03,31.1,40.25
20.33,12.58,7.79
6.15,44.9,327.55
91.79,98.2,105.06
713.61,26.58,0.99
4.71,145.26,4479.28
5.83,153.16,4021.6
0.51,1.55,4.71
4.91,9.53,18.48
1257.26,137.67,15.08
360.93,79.51,17.51
359.05,129.7,46.85
591.95,80.4,10.92
965.97,79.19,6.49
5.54,480.76,41750.42
40.52,8.49,1.78
5.57,5.66,5.76
51.36,4.55,0.4
14.12,27.83,54.87
1494.94,379.21,96.19
570.06,1.8,0.01
601.96,3.77,0.02
0.62,9.44,143.41
1132.05,169.98,25.52
1238.93,356.27,102.45
653.05,56.67,4.92
422.19,2.22,0.01
1.09,9.68,86.1
42.75,13.54,4.29
172.61,1.97,0.02
8.25,61.28,455.44
1.19,96.31,7772.34
0.84,2.02,4.89
5.36,295.49,16304.9
1.35,120.05,10713.97
1210.85,51.28,2.17
573.22,267.34,124.68
56.88,4.78,0.4
0.68,240.04,84571.07
6.06,9.46,14.77
0.89,1.78,3.58
2.82,73.88,1934.03
172.21,15.65,1.42
395.29,16.52,0.69
39.96,15.0,5.63
3.79,56.59,844.18
103.63,2.28,0.05
859.06,105.69,13.0
3.78,193.24,9880.85
0.65,76.61,9011.35
5.1,23.19,105.5
200.2,12.09,0.73
7.01,16.63,39.45
977.23,449.28,206.56
1.91,449.18,105528.76
331.27,101.87,31.33
26.0,128.23,632.32
1.57,228.99,33366.58
214.22,3.06,0.04
0.55,7.83,111.46
92.58,34.75,13.04
704.98,1.78,0.0
0.55,8.71,137.28
103.15,14.82,2.13
0.65,499.66,385187.94
569.07,24.64,1.07
707.5,265.74,99.81
277.17,1.84,0.01
5.82,4.65,3.71
7.6,3.97,2.07
4.58,38.35,321.1
603.06,265.95,117.28
5.69,233.14,9560.21
96.23,33.1,11.39
87.02,119.51,164.12
4.95,356.48,25668.37
492.16,2.02,0.01
66.05,161.6,395.4
7.14,21.58,65.2
10.97,105.01,1005.21
347.68,3.13,0.03
27.26,42.63,66.67
302.83,18.35,1.11
26.71,132.9,661.21
0.62,9.94,159.68
4.69,61.23,798.57
10.78,52.86,259.22
1034.35,123.06,14.64
1481.7,8.66,0.05
59.62,3.34,0.19
1.82,54.79,1646.68
188.24,3.88,0.08
10.44,20.08,38.63
0.87,1.88,4.03
161.36,181.02,203.08
8.93,26.8,80.38
5.93,51.58,448.3
1561.18,3.67,0.01
0.84,9.04,97.12
1106.08,6.97,0.04
102.66,2.49,0.06
21.42,5.17,1.25
18.75,176.45,1660.72
1.25,301.81,72868.6
384.68,7.51,0.15
3.14,5.63,10.1
602.73,296.24,145.6
627.51,2.66,0.01
359.46,48.2,6.46
1807.04,186.45,19.24
205.68,219.58,234.42
679.84,35.46,1.85
105.13,3.8,0.14
1951.02,79.94,3.28
9.7,11.38,13.35
4.73,1.81,0.69
49.54,2.19,0.1
42.23,10.16,2.44
34.67,2.53,0.19
1.97,421.26,89851.1
5.27,15.64,46.4
2.08,2.83,3.84
3.08,414.79,55929.73
926.11,31.3,1.06
0.65,485.33,361266.87
506.14,2.1,0.01
1.9,157.75,13087.69
7.9,6.27,4.97
93.19,1.62,0.03
1471.3,227.0,35.02
428.86,48.76,5.54
1447.94,239.41,39.58
1822.93,179.31,17.64
318.05,61.85,12.03
1.03,60.62,3577.42
0.55,9.98,181.19
1371.74,16.76,0.2
176.01,61.87,21.75
2.37,10.73,48.64
148.79,25.88,4.5
24.6,125.6,641.23
0.59,201.34,68464.61
6.2,150.33,3643.89
4.62,1.67,0.6
110.62,429.73,1669.36
292.66,41.02,5.75
1942.85,433.01,96.51
67.23,10.27,1.57
17.15,8.45,4.16
602.91,104.54,18.13
94.49,369.65,1446.12
14.96,3.23,0.7
169.36,459.08,1244.38
317.61,5.11,0.08
668.0,4.53,0.03
3.62,109.69,3323.05
3.36,277.29,22879.88
3.13,45.28,655.99
83.38,8.13,0.79
0.8,44.46,2463.89
465.78,6.84,0.1
674.41,2.8,0.01
1661.89,155.45,14.54
289.96,55.75,10.72
1.61,9.0,50.21
793.24,2.82,0.01
37.98,35.14,32.51
1509.15,412.27,112.62
60.29,393.81,2572.16
42.28,280.22,1857.03
0.77,29.41,1122.2
8.5,21.65,55.13
1178.59,1.64,0.0
72.52,34.88,16.77
8.89,9.83,10.88
11.57,52.04,234.09
97.01,218.96,494.2
129.14,14.13,1.55
132.02,46.49,16.37
1.1,2.46,5.5
61.94,2.82,0.13
84.18,2.75,0.09
4.8,145.28,4396.4
14.12,9.76,6.74
2.17,66.65,2043.55
2.13,87.68,3602.67
1.18,469.51,186568.04
17.82,247.87,3447.45
108.55,491.89,2229.09
1188.25,55.77,2.62
79.02,22.12,6.19
35.98,150.8,632.08
1006.74,6.26,0.04
13.78,3.12,0.7
30.9,430.98,6010.28
21.99,3.64,0.6
11.75,9.77,8.13
124.05,12.92,1.34
621.53,36.48,2.14
1139.52,120.33,12.71
50.6,13.4,3.55
317.43,90.92,26.04
80.68,41.17,21.0
8.06,196.26,4777.24
438.45,1.71,0.01
1247.09,21.18,0.36
2.39,2.92,3.56
503.74,2.24,0.01
94.01,347.71,1286.09
948.22,119.54,15.07
129.24,7.4,0.42
1472.99,2.49,0.0
2.38,377.39,59718.57
3.47,348.78,35095.38
10.38,3.92,1.48
238.37,178.3,133.36
7.97,301.26,11385.91
1.17,45.03,1726.15
4.51,14.07,43.9
331.92,154.11,71.56
1649.38,11.92,0.09
2.17,1.57,1.13
1092.49,55.32,2.8
0.52,192.5,70968.48
36.28,363.53,3642.43
1.02,93.31,8502.38
1678.87,35.32,0.74
54.86,1.59,0.05
6.58,7.33,8.16
1193.41,18.7,0.29
47.56,415.24,3625.01
1831.58,3.18,0.01
72.24,1.87,0.05
1816.39,5.2,0.01
183.16,17.03,1.58
367.65,77.75,16.44
32.33,7.16,1.59
120.93,17.97,2.67
0.64,9.7,145.85
1.27,137.14,14850.28
1.29,465.43,168113.42
20.11,241.55,2900.9
236.72,9.42,0.37
460.75,1.79,0.01
1484.73,70.78,3.37
1.25,359.65,103693.9
73.07,2.48,0.08
10.97,9.05,7.46
3.09,445.03,64140.58
203.28,1.82,0.02
7.33,162.31,3593.85
3.43,7.17,14.95
79.65,46.01,26.58
156.53,80.97,41.88
0.56,48.29,4196.34
38.87,71.43,131.26
2.66,2.01,1.52
7.22,18.79,48.9
244.8,15.07,0.93
109.73,110.44,111.16
47.5,400.94,3384.64
93.3,2.97,0.09
67.59,3.9,0.23
4.97,3.64,2.67
136.39,473.39,1643.12
4.17,212.43,10809.65
868.59,41.95,2.03
1.95,28.47,414.83
658.03,19.71,0.59
35.65,4.44,0.55
174.56,2.05,0.02
0.64,5.59,48.72
545.17,35.33,2.29
695.58,5.62,0.05
6.27,48.0,367.65
160.11,443.53,1228.7
0.58,7.09,87.27
407.85,154.17,58.28
734.86,8.04,0.09
20.58,4.42,0.95
0.67,15.61,362.16
5.09,27.82,151.94
156.22,31.53,6.37
7.15,1.69,0.4
370.91,29.4,2.33
0.62,41.16,2743.73
497.72,301.49,182.63
1737.75,2.23,0.0
53.07,65.54,80.92
5.09,21.27,88.8
0.82,388.02,182583.44
1.33,4.49,15.19
1031.09,9.4,0.09
114.72,399.72,1392.76
1.41,1.63,1.88
8.1,153.34,2901.78
89.86,75.29,63.09
6.92,45.59,300.5
767.43,35.62,1.65
0.75,85.23,9749.3
645.45,147.17,33.56
1.04,1.5,2.18
253.04,1.88,0.01
1.52,8.35,45.76
31.82,6.09,1.17
17.24,4.95,1.42
69.76,7.91,0.9
1959.4,9.31,0.04
276.09,5.49,0.11
1.73,8.89,45.76
32.34,20.17,12.58
5.05,67.37,899.36
49.5,274.38,1520.91
1.4,379.96,102764.06
243.11,11.22,0.52
464.45,2.53,0.01
1.75,87.47,4363.83
1100.38,25.58,0.59
809.22,428.56,226.97
429.18,152.91,54.48
208.16,6.64,0.21
159.0,137.47,118.86
3.74,2.97,2.37
508.81,223.0,97.74
51.19,37.59,27.6
7.73,4.44,2.55
1.77,102.51,5938.36
216.91,2.98,0.04
2.21,1.98,1.78
1251.07,20.79,0.35
1282.5,20.68,0.33
272.62,21.43,1.68
256.85,211.54,174.22
23.35,16.19,11.22
1862.06,229.96,28.4
7.49,8.44,9.51
161.93,56.19,19.5
121.64,22.8,4.27
4.47,16.31,59.54
63.29,9.9,1.55
16.76,21.0,26.3
127.48,7.91,0.49
33.4,37.41,41.9
4.69,55.59,659.45
1.94,18.92,184.18
3.71,13.92,52.25
66.41,7.37,0.82
2.23,180.95,14663.28
4.04,372.47,34343.15
1.04,5.7,31.21
835.37,485.26,281.88
0.61,204.39,68426.54
2.05,42.57,882.97
252.3,48.12,9.18
2.57,190.92,14166.81
101.44,12.57,1.56
1.83,2.75,4.13
51.81,1.72,0.06
363.35,8.49,0.2
0.69,318.45,147515.61
962.72,269.01,75.17
1.15,49.06,2099.13
26.27,1.89,0.14
1482.85,30.06,0.61
1.21,4.81,19.04
56.83,150.72,399.7
5.18,122.27,2884.12
428.22,16.34,0.62
83.96,328.66,1286.57
135.8,7.89,0.46
1022.47,116.44,13.26
15.73,6.69,2.85
1287.3,11.62,0.1
21.32,2.61,0.32
3.9,287.6,21220.7
1.42,20.15,286.07
39.02,1.96,0.1
1511.5,21.67,0.31
4.93,1.91,0.74
24.94,26.23,27.59
873.58,2.2,0.01
16.21,301.9,5621.12
10.5,9.12,7.92
65.1,41.12,25.97
200.23,456.92,1042.69
246.81,7.32,0.22
3.33,123.98,4609.77
0.76,4.08,21.85
845.54,7.66,0.07
321.78,155.23,74.89
49.02,2.21,0.1
1311.41,4.61,0.02
980.16,479.88,234.95
25.13,7.35,2.15
61.16,8.13,1.08
172.35,31.78,5.86
31.14,18.4,10.87
3.97,21.18,112.99
178.73,254.98,363.77
66.89,47.75,34.08
157.13,140.4,125.45
12.05,9.61,7.67
108.52,357.35,1176.73
21.95,331.56,5008.22
1.61,24.86,383.3
0.69,211.27,64576.87
505.44,3.83,0.03
402.9,8.95,0.2
1.09,18.82,326.04
2.54,6.16,14.93
106.86,6.5,0.4
69.02,4.28,0.26
44.83,19.67,8.63
2.6,458.71,81069.24
3.14,15.14,73.11
19.23,38.43,76.82
166.68,68.22,27.92
96.59,2.07,0.04
11.43,25.26,55.86
197.92,112.59,64.05
78.6,2.7,0.09
1.28,72.95,4150.01
888.81,2.18,0.01
1634.04,11.0,0.07
108.51,2.11,0.04
1.34,7.0,36.51
2.98,134.94,6117.3
2.03,49.66,1214.44
6.91,3.36,1.63
755.78,6.44,0.05
0.79,40.47,2083.13
0.99,86.2,7498.2
647.72,171.86,45.6
1697.12,32.03,0.6
942.35,121.02,15.54
5.93,176.66,5264.11
1.47,143.33,13994.85
383.97,26.74,1.86
50.92,129.09,327.28
49.39,473.57,4540.76
4.41,14.77,49.53
54.17,6.85,0.87
5.38,198.35,7307.33
17.82,8.95,4.49
17.5,5.81,1.93
128.05,43.37,14.69
1128.77,12.65,0.14
96.55,10.79,1.21
7.36,331.36,14917.33
928.61,17.71,0.34
5.39,124.08,2857.12
116.17,299.01,769.6
67.08,124.51,231.09
1.33,15.31,176.3
30.26,10.46,3.62
136.47,2.58,0.05
105.09,13.52,1.74
127.56,2.59,0.05
647.62,3.77,0.02
15.23,13.14,11.34
515.25,8.53,0.14
1006.31,40.43,1.62
37.17,4.7,0.59
1027.95,13.27,0.17
868.16,4.19,0.02
517.79,75.78,11.09
100.08,19.3,3.72
24.58,10.8,4.75
3.81,1.68,0.74
21.54,305.19,4324.45
972.4,1.76,0.0
5.57,137.02,3367.59
613.82,2.63,0.01
17.2,2.11,0.26
356.85,55.94,8.77
11.19,5.84,3.05
1.12,3.29,9.69
12.72,279.03,6123.23
821.94,53.65,3.5
23.37,21.02,18.91
11.78,31.61,84.78
1949.03,213.88,23.47
40.56,198.44,970.76
0.65,6.31,61.42
1.31,7.09,38.32
6.54,22.41,76.8
571.16,56.83,5.65
25.67,147.83,851.29
0.75,238.72,76309.12
2.71,17.3,110.37
1.5,10.84,78.36
319.51,4.19,0.06
3.97,188.1,8909.61
16.69,17.24,17.81
53.62,2.21,0.09
510.02,148.94,43.5
12.0,121.01,1219.82
0.81,39.92,1956.1
0.86,21.9,558.23
1.59,3.94,9.76
480.43,323.78,218.21
16.95,4.1,0.99
166.28,3.9,0.09
259.31,14.55,0.82
452.98,21.14,0.99
17.71,144.36,1176.35
1.98,77.9,3062.46
532.49,13.63,0.35
38.91,6.1,0.96
23.76,47.45,94.75
191.31,9.5,0.47
466.17,3.15,0.02
219.56,10.08,0.46
1.72,322.12,60479.96
190.62,81.0,34.42
0.77,74.92,7247.68
764.74,4.99,0.03
1074.9,197.03,36.12
40.19,9.49,2.24
2.93,3.99,5.41
8.23,81.55,807.7
785.69,8.2,0.09
1461.19,115.61,9.15
0.81,3.78,17.73
0.56,6.68,79.64
